MainOP,Option,Measure1,Measure2
fK5kyr,"qHuYcXFPb,MZhH85qgQ",0.72165,0.114
DOuxNembo,"Dbpj5syb1r,U8kiQNJWno,IeCLFotKRG,bGQGhxyLgX",0.66991,0.168
3ENa9hOeqZnu6JZUKunz,"z3BbxJc,oAVIOYTdV,gZD245Q,Btsrd",0.17259,0.574
hrRZoHbp5Q,jWDQCP,0.42374,-0.647
7R5xgr1SJeithl7SmchJ,"qAsie3rFp,BB4nd5WM,410G1UI,2I3hb,TyD5Eb",0.96654,-0.871
96E6LB5bLR6Y,"w0ZfZWi,SoZ6ZLksv,z0hBSCpv1i,Kf2Y6VLyn",0.65913,-0.023
UlZytzQ71FWY5AcrtE,"WBIZP,A1OlQ,khPuyZGG",0.27767,-0.125
O1ctZd,"3h7rTxSpe7,Dp479zspws,zt22F,th5xEYPb,nFkuZGJ,3elrFVe0F,24ZmoSm,jYEoYeKYw,SF4WSg1c,ZVYnMYjKn",0.46138,0.697
sjlk1Nu,"ONFMLa,j6ugcgt,n1niYKL5Tl,AmkjHg",0.08851,0.194
e0a20XaapN1T8D,"lknT1zuCM,R9sV4ZCE,yXzQcQ,D2WJJxQUMP",0.07895,0.779
fTYwo7,"xXicm,dj30bmeK,NZ3YTGE,DZzDqJgrv,qXAutR,swlQpnma,S1Ycpy,MnQE4t9h,tYQfyfAL",0.90404,0.476
jfAibzllDj,"eJdQKmNE,FbZqTNlL",0.35239,0.628
KGmh40Gc3J,"jJDzBTDjcS,LNU246,UQetFS",0.85923,0.685
iKUWLRKI,"6kLIdt,J7MhSG,mH9Cog73fi,XPSSj3eR,GDkR0mcJdX,9k2yW",0.18941,-0.221
sNZmhk3DpCB3xXIr,"1iRECeV,h4qzC1,XZNY7B,zc5ZY",0.25948,0.568
IAi4rzWGG4QVJA,"dGdR3Y,NnxOkMglUa,1pcA3m,PhRGoIzayH,0qp2Cr,zNC8C,UuyFUv",0.24843,-0.644
nfsUpt2uK7l2g,"xQl2M7X4,Ty9WGH",0.01176,-0.77
qcMQJE0PKuyfX6yBHK,"EBhVvQQ3pk,dSjzNh9vz,Q55h7T,cEHNqKz",0.19991,0.178
YFTGezrjtnHc,"DGbDh1VZE,OxuPUdmaN,jerdim,iVsrPUc,R7YgZr,L14tSYT4J",0.89582,-0.096
VNA1cgt1S6OQ2wKj,"VSFyNtHpol,JIPITvNW,z2HgbZ,UdtoSxMO,ZnOWwB,zHuOMZPv,F6I3nfU,sCYPbha,OFGhAvN38,tIHIhcgCtE",0.29187,-0.488
fhaMni2R2MCiW1,"tJc1nLPuh,g80t1CPXU,zAsni8v,PK9zZloimP,nnwP97,Zgb0vipM,Bm0TUIc",0.08979,0.704
RYHHDKN2HOu,"5czFJSf,dAo239s,sZaEX6DUZi,ghoTeqOf3D,iTZMJ0wek,CL6Rr,VOVAN1,04zWU",0.09569,0.679
vUFetB4LzEeHI1OqKrpB,"M4Ct4faoM3,8Fnjn4IV,KO9mod,6xCyMGHc,V1p2E,b2TepZcHWz",0.40609,0.509
I9KdItTx8Sdjq3Lh,"k5mTs,SNpTC4,WSxHDqROrN,a496hzjlC,TV179N,EBjEDM,k1HQAa9aA,sZMEqBT,TOVx8Ahe,xwD3gj7V7",0.81813,0.11
KVCRGdrf2,"InfHt,nsscgBt",0.64203,0.963
RBQzNTbQ4Na0Cp,"sxQgaS8,5UgeKuxsEH",0.38534,0.728
A3x8w01bOKG,"woe9IU5OUB,9Iie8PvGwT,yW7sRPB,ams136g6TT,lfKiCz5FV,N1ExQZT",0.2355,-0.152
7g3h60VrIItoci2xY,"4dkZ3ycc,qi9aPBsBe,4N1yk,yA3HKD7d,vuJzm210Vx,c8wvGGnlUR,RIsvBa,fs7xn5YsN6,Qo0ZZ8iJ",0.88502,0.103
6hDpoE6LW0cbbBd9R,XexQ6Id,0.08182,0.084
pcNDRpP5L9cG95eo,"sAzau365K,t8Arxwn",0.08101,0.626
7ltakoXJT8,"PnzoV,CoBLwmg,jk52lpr,ig3m953,dL9SC,aVXSpPPuS,pzVjYK,kfDX2y",0.92408,-0.021
K9E679CvF05QAquQ,ExraISAJE,0.83331,-0.157
RsyeSCd0oWEgQ,"cYriDx8y,689jXaS,CIOc0k,UPJlq,huMK9k9n,qdZTVnRoAb,jkQ30ywVEl",0.56488,0.227
iMKjll8MIUlVw3taTAn,"aUzBbfiu,P91VQ,twPWet,1bror,dOakANr,bM5UhzJ,j9hEXUPACG,Hm1Iivc",0.3608,0.191
r36DqoSIDCuMjf7seV,"ADkevUdvrz,BFFCXu,WqQZGxy,F4YeGU43,jzHLmX,xV4X06A42,m7rbtD,rUsypOOgq,XJpPP",0.2438,-0.851
3F53JKBVVtnIH9naQ,"4MBLzJEg,04jSlBQ",0.17829,0.497
dju2tySd,"BHrTubR1WL,HSWv6,di66eC,3ejKF,ZMV4U,9pp32,1pNGlIf",0.14439,0.963
gMsYNMJ1aaj,"bcCULSgV5N,pR24T5lzq,PmRH2GMfF,YDhQMKjg,Xf7mAbCev",0.53733,-0.048
2MjXd3WbJa,"ABwvJrOs,yvqNchVc2e,CsXmM4CVsk,IeQpOVnJIU,Lr1P1N,kJN5umzFtZ",0.2336,-0.709
qTq7lI1PRpLpBX,rbAXtUuK,0.5176,-0.323
24j5vJdjTfkFGd9,"0oTgMAW,yqhld8,zS0tFEF,xwjuPJ",0.8512,0.487
L9sLBORmnCWuLOH8cWUP,"wb77d,9R2I6450Q,AfTLUd,89vGm29di,wBE5SkCv9W,EtTJpYLt,Wp7kVr",0.11158,-0.412
CJIzQqXKK9fAJAX,"RQOFdMF,YS1ABPnvqM,9otSOcU,cKFQdH,IPjk6NaSi,JYclTM,v9wr1Z9G9,RkTAR,WxpMs0S5k",0.37022,0.252
cKNG51dPruLvl0uH3,"du6OW,3O68ANdaNy,NDiIVG,zaVHoH,ElPAx,oCPvKsdV,FM0Hs,BDoPFk,YTBzPEL42a,tvKL7s0yO",0.18249,-0.408
zmklHB9H,"frJcPWn8,G86idw",0.54351,-0.65
bndWU9fOtfXkFWgoW,"qVIwnfmE,jgxTQ0ht4U,BRorJbjWU",0.55573,-0.907
nsaTaK5JD7uBDJa3t,"W2aFX1k7ab,9xCaILrNP,Ea3ftjkmy7,5MLUh,dSarxWlT42",0.19652,-0.654
jyZCNbLl1zsK3UZ1co,"O57dyR,FTclSCGJi,amdbtvx,NxfJCZtwUz,OKiqIZNn,gk0aS,Lenv2y0Sz",0.71541,0.771
zV0BCTUK2O2U8uI6y7lo,"0uSGYDwdR,rH1qY,a4yZ0GpO3,pDE0SW3,mUBt1REI,2I5wEVtcvu,WtJGuUx3,PpPI5HJUkf,Ckisk,Fd3Ctv",0.33176,-0.248
8zl1jhR7pyQHrvJSmG,"Qls9ibXw,buSlD6M6,T7GevHYfV,6wkFLZjS",0.00363,-0.649
mjcZqQpbShqlmEL,"QV3UX3,UvlT05X,V9dSIVk,ifLwt2d,bRGiiXotf,eMPVy1SLC,zTTusaCwX,CycNvTQj,uGsonMlaE,zGVIHyc2",0.78297,0.008
6pR2lmOuu,"UiNTMCYy,F0liDTV,fOLOu0,OfHJHrf,7q71Di,89qTJec,akYSa",0.55755,0.078
DbS6rrTzNLhd,"6oJdxe4,Ejj1Soq,UUQN1j8",0.36424,-0.206
GM8nQelgN08tXb9WsW,VcI5gU9f,0.90336,0.747
UHGRCwigYk2mX82kRMY,"zobsm0V,fJzPx1,fvcik,Ut6Jcrry1F",0.02355,-0.984
rmnKh5iumpNeNls0z14H,"n8mXk6Fw,qOJ6uWYqe,zynPgFrHZu",0.65361,-0.97
iL7drtXx,"Fw3Qp,JQ6iiQ,0czjqw,lSaxsOYk,obIKO4um,Ni7Mvj1OE,xuSwq6vj",0.96765,-0.064
rRqqqg15Sp1niIYjF4,"yz34nIkiM,ZYQSQd,IG4lL,yCF04MSkWc,IFQ0C8mUU,avKsMVOPa,baQTpUaO",0.7984,-0.52
Qt1RvI,xdeion,0.46991,-0.813
IHnhrYdovvv9C5,"I451h0,fGjlPFljZ,4MWPep,ScSxK,fCYk7Hd,Aqbf5vV,3OAlvyRAq9,u0Q54,W239t,t6SBj6F2",0.45814,-0.173
S1IRags,"fStCXirU,V0aXC1MkJ,4m9ao5,j70wBaApof,77zOa9hke1,UmFw7,KaIKzHE,gJ5Khl,lo5B8KuiTx,BMDZ3VADPG",0.04985,0.26
U1bthV,"KUBv0AIHqY,35vqZVYr",0.82463,0.537
PMfsBLIK6KAiadCPP,"0wcLkLP,OfLFrDENr,woMcu8,2NWofb4dmm",0.89064,-0.817
bGbnbgX,"PplO7Va2,3HxcQMePn6,G7IpQuXS4f,iGOgJlN,gaXrlmf,8yLgr,OKnWlW,mpsCqV8TPu,DEamT",0.6091,-0.862
zmjtUCi9Asxgvt,"F0NME0F,tQyaJKVN0I,1CEzvTp,BD0Rex",0.10499,-0.207
hrDAyzZENq,"CwrD4Cm2,VDeYuL,yyrXjWE,sO6eUt,2nPSc,Wv76B,qvlY89yj1W,qTxHdzx,ypmYAMP7YM",0.59881,-0.537
8MXPRNP47K,"dBlOhk,pfBwqTC,3GoYGv,ncPTpv",0.13341,0.951
uSwenrh,WLJ6qCS,0.15109,0.647
Djb9onyB6lUG2fHz0VrT,pkZScMy,0.03835,-0.965
UQdXmCFykTmX0MJhl,"PE5cF,I4HRgG7U7o",0.23416,0.642
EHQAIDN,gts1X5i,0.74205,-0.007
7m91J1jdXSXSiajMUKJ,"EKm0Boz,2eZKQCH,6vNxKq9GNh,cIxBXk,vnJO59,2OaW2L,GCEYIl,d2BXeK,4iZNvCmlTz,OmzEEnoZnK",0.14066,-0.503
U30TEMmx2VNtMIlHMv3,"npSzUzc,DoOVj1AkRT,jQI7BJMl,binR9,f05udJI,x4b7Lml,8Bkmpi",0.24096,0.832
sVIzftIzr4,"2GUQPA6qM,pj1xW6,iBZQHUrjv,0EaJX,oTZXU5tqzw,NhiSaTI8,G3dzcSiEi",0.78422,0.041
hITVmfEm,"iY5nycR,DQDC9oEx",0.94354,0.823
9EjMaqyFzgdm,"slfHzgF,PVC9esI,lG5mrJbpMk,jYMdh,Vsmf2u4fX5,aZiIOR3,mvepq8,wmr559,fxPfsyuY5",0.95538,0.418
bCSpFqif,"gwRYZ2,rX9dNF,2PbFkR4,iFPmOI",0.27428,-0.327
11F953SS5lVJ,"Pg5Y8,I0lLDlX,dTEIubrvp,xQEnkO,uYHiW",0.26515,-0.358
WxICfnSc,"S8wNuFmw,zMCA0,GCH19,woi4OK8,Y8RDk,W2dDTWIXDd,A3a7HU",0.03686,-0.747
AOIBRb,"XxvVQO7b,dZChvVJn,MJrJhvYaD,nFkw03fXx",0.77855,-0.758
JS5674ozKyKuQmXN,"k23GCB,wczVaUvy,Ptv9GI",0.36796,0.108
8EBgHuAEuVOlw,"sjZu5eG6Mk,vLaMh,eqElI3wrRd,XxaZN0",0.3626,0.105
0PoT1O3oNc4qM,"QNrT6kCGJj,2905y4Hab",0.8541,-0.269
c8P0EB075FOVxwQJnX,"MLI2JDh,xEdN8j",0.62653,-0.279
IfxHWr,"nGwLnMptpQ,LQysUIfP,g43QvjR,E6NrLaLV,N1hIaKtbV",0.54235,0.123
sqQuKVt7nLi,"CfbpUF,DNk55pbk,IlS1CY,GzxnbC,wIfEnU3,2ZochBa",0.30421,-0.995
I9RBhzQJx81TO9zKCIIT,"YxqVrqKbE,C6y4MMvEZk,x2q1x8FcXe,j1Sg90dQM",0.7416,0.741
rAVBb0BX8YEBSTbr9,"pwoQJfIV,eJtQ2V,BESLFYfh,IuWCd2t2w,MuxU1TZyuB,Hguvf,Z1ZgKpW1N,BwUVCQb8d1",0.9423,0.983
sr1DjRh547p,"jzjRQwlE,fBarkr8kW,tzP2h0",0.69802,0.612
0MJuEWFEvMdtfpoB,ahszR9TZL,0.93616,-0.522
ssOkJBL8fF5l,"hwHcnZoq3,D0NzWX,iS3eSQ1,8ouVZ,N7wTcNb",0.96356,0.27
acdIbd4Q6M9,"V16aL,tSkdEkHd,ixsFdyEqu,qfEi1rqZh,HEQPe",0.74314,-0.802
uRooGKP6cAnR,"wInxsHrBnt,IPtrL9lIXP,N25nt2SNPP,C81HBnJ",0.55873,0.114
tWK8YjWa111z,"wFPf0h6H5f,ViltstG,3N5Xil96V",0.98343,-0.587
ZPfzSkRl0eU,"ZXlcse2,G1A1k,D00FSDP,1g8a4,9148RMV,oTiJYQI",0.09004,-0.343
nD8agvogodAfoQ2Owym5,"1I3tNS2Lx,GlMEOteCKK,qtEKF,px2px,GoDwvA,UH7x43AWA,b93gd,wGCvFadLPH",0.07818,-0.83
dZxnwcnDjf89vq,"GtHaA,9lCZ71QLj,stuAFvl,DT6R40,w5iWgttLN3,Q6gjrjb,RUlF40xH,b7SHNicRhp",0.14191,-0.393
lliSJJKsxrjrBqXxY,"Vpu2Fbsxr,P80jp,e58rwdn6b8",0.3567,0.998
GBE3ohjXvK,lpbSCHNw6A,0.77214,0.448
eIBIN3nsIEU,"zibEU,sxuv6Zl",0.7259,-0.643
PnXZ1V1W94fhLP,"eSzeb7K2,GdOLYhPwR,TEnHV,obB0z",0.78306,0.282
sZCGSz1PFF,"tYVEq,uWu7U,uKpzuknHi",0.5261,0.637
dkAqXvzIwxT4CAii,"e6ekerCT1s,ScX14lk,i214T5HoBE,lN3Qke,yr623,421pMyctKh,Niijf,WDEofPBG,BKh5Ipq,Imocm8h",0.47711,0.999
gZS2XUU59DrqVL,"w06QZAOn,NM9H2",0.11239,0.113
pkY4h59DX5u9,"4axZu,mvVtXIP,jmNLoYXERu,SHIK9R0o,jTd81pdiV,FDYCNIAu",0.05434,0.236
Pfl5jSdweqhreQJ,"Fc9ab9OY,HX3ycBrx1b,z21rU,AjECtU,8j33YFDolU,XLblgyK5",0.83612,-0.055
W4F8HGbq9a3mLOke,"Ex5LMww9Dc,lcnbn,Qfrg7Yju,Kv1jbdEK,RZSrKw4z,2k4gIzn,9h2T9",0.77313,-0.941
APqrUdcaRPayN2wi,"kUMhh1OjCM,ou7iLx24r,nPY8Z,6eOv05,Z3eDHw,TbEp1L5An,EtzdK,6CwFs,miicLQ67",0.78815,-0.05
kVRBvfm1E9cE2KT,"xRC51triKB,5Orug0azU,zRVbX,GBrkc7UBXJ,TdSbxG85j6,GVvIa,25XUKOsf3E,XqskN,L5Io5NeLD,eHtAuL",0.15799,0.873
PxYjt0o7,"H06WYxXWpz,czWsZ2i07A,4xzpWGWgV,GwK0n0dG5",0.77757,-0.04
Zc4eLFVMV,"qIR5f,M7EN6",0.4858,0.897
oecILNGYi,"ArFYQ,hiOSS,6sWMFUl,1bT3PV8,yYD1qdmYIy,QLF9vn1i3,6LYjV,qOxctbxOI,4Bm0u6JZ",0.79331,0.605
AZDD82s,"rMKCBgn,5YwHG,3378LBUe1,mAy86",0.55953,0.412
e9AIFfE4JACVVfeGh,"oTAGb,qoUc6ie7sg,ILLuF,6oJKb",0.97054,0.742
T4L4UhF6hwhU6UisRK,"am4xtO9,gesoOuhw,shByombRt,ueE9y0G,JLwkevtfoi,D9Z6wL,HXanf,9dy3pwJMR",0.45917,0.324
W4Wsnx,"ti8BT,racbDsZyy,9j3GKiixiR,ZHtu5B0,eMxJ9",0.25856,-0.209
1L57WROfcWO3uK,"qPidK,3VeQjaijnZ,ingw6Cdrl,rRTwl,gyuA2opr",0.53913,0.619
yK6VF4iYxRYeD,"tLdpk,3zzXPc,6G8kF4xW,sbNDE7,kLqmF7,qU6lcqd3Pd,XO3vPm0r,GHV6Np",0.02127,0.232
YvfE01,"siNSHWQX,GeT79L,Szkne",0.77218,0.173
nlRLCF0NoNTiu,"fSwtHsMwT,tbjXFS,sGLcan,Ol8ubz,NlTXISpCn,2jYISTRjC,wV8iMA9Jo,EX5GwXCyTC",0.23464,-0.452
vF8H4OmwmntwfoBj,"TEyhjj3I,LB2lpabm,IG4zwh,3MKHhM,HT1cQ,4RRhMGB,ZhIpYD,cwRBZ,bJatKh,L6HMjzHg1x",0.61226,0.319
V0vlAU,"Vbztcu9Yb,4OQxVrFyGl,rxev9Nwt8g,THQVPKsXzt,SFfXyKRCpJ",0.82573,-0.556
OaMec7WpCPVtv,"IAu5d,O2vFIK0,RYAy78g,X5NmS3aJp,MB6l57Lv,lHq5q2",0.90014,0.069
t7xPYzm6P5H0S0nska,"qhhUeOzRyk,GBq8cg3fB",0.75257,0.931
5xGyDNF,"H9m6e,XWzpUCS6,9LUiBhW,m4t3jP9p8,TdJlFIn,C6Fg47Y56,PhoBPZRO,h40fJKY",0.58427,0.752
Zji22z,"4MlkvtjL,Cgtt9",0.77994,0.619
Dcpac9d13zeKNXOATYx,"4Z9X7g,YvRwEKo",0.39237,0.415
8gRpKn,"54ioH0,TkV2Vz",0.50999,0.317
2GaKEft6RycvnG8M,"2KH4euXW,lpZyOsz,levg7bkd,XChiFI,S11GOiE,oe39U,xQTwqx,yW7IGHns,66EZd",0.2777,0.954
7xRGrUR8W2NYcVX3yL,"pnQYWS9A1Q,GjSeseiFYc,YV4J9VxF,RyJe3D,wtx3C0NsFR,N6IsWadvHU,3jFOhv7,Pr5uJsz,kWbDN,B7ytQd",0.57826,-0.724
HMLyS5YFGQ,"u6Mtptc3oS,0xWf7e3eMO,iFmnaQyvGU,Cc3mh6Du,1f1SBk,qCfeot2,MkHRJSdQ,Pz5J0,MwwznE,APa9G",0.31552,-0.103
obKTJulTWqmtqwHQPnZ,"rQ2hbBM9,2LEQA,4C7u2Bw,l1qIkqMuVM",0.40986,0.738
oGcqmze4THgag11c,"rB0ggnvp,sFD55DlYY,eptRolS,3AEhF4w,QRPfk,GQGt0Mgt,u0KzMK5Z,ZrDzkyR0QC",0.85564,-0.268
wSy4GRm96OfJs,"d5wCi,0YbYz,T4UdsZ,BtF6D6CeaZ,qOZvcz,HcrZZytcf,TeuXQ,zbPcTPg",0.09332,0.92
KNHLEd,"Zk1dUFwdd3,U25gld,aUtlG2,R1Teo7,LFyVw",0.47486,-0.774
32Rndw,"jYBRccSrG,ZWEPa8e,4tod4UzTn,0d3d3wWXr,8G69gzmZnF",0.8047,0.715
UduXf8Q2pxmV,"BnLQLa1vCB,6wpvOl,qfXha,Q7iGfl9OZs,MCyr4INp,VIwAJ0Rxa5,AEKae",0.58248,-0.283
RckuppHT879DUTId4q,"ZfeWIVfuJp,UoA1vEdWOR,X1OOXWc6,R8l5d2C,gGkYCoO,UNo9oz,DaGGYR,SSqyT2",0.23521,-0.764
u23Hvl10WVvVPL5ZdUo,"4e6vW,B9mgB,sW975J,9RII8V,mtpRipR,RXkQxYpBa,H9G51BTaV,iZgLYPY,iGDmh,ibKNU",0.5461,-0.897
7hTQLWEGULxkoGG,"MOfarUmj,wryAaaFw,QNrVp1Z,27Jjn,HMmyIy90",0.90445,0.648
ZebQr6twRaOO,"LDE3y4A,Wg3NK5lD6,cxSvqKY,oVFD9e,aKSI1DZmC,ckOXm,8XYoRA3,6ClYdy16Um",0.60501,0.314
DFR4OusJPYes9V86It,"kiK1C,HN2vvLwf,QrVwn8i,CWugD,tyJLDi,O0OYam",0.06203,-0.607
W2whJGET6,"h9VHvzbGdG,muxl61gS,XqXwXrqv,1SpHr,pHwHS0Q1B,zuRQLu,Cn7qDH,1qajb,hBKLUYR",0.60534,0.576
nUqEMUMUFCQzk9,"o7Bmtv,iINcXVvTb",0.57973,0.26
8wAaG1EZsSz4Pko,"NlTB5VTqkB,10oj7W4un",0.47053,0.156
9TK7V2vhwhcIoF,"YPLYqscD,uG69lD,Go87TwLM0,Vt6aKPnt,9TYU6v,HWGooGjShG,aTsDu8k,rSw5pE2TAF,4oLo6,kKmsvjo",0.65607,-0.022
zMLYqZqlZ1,"6lPE64w8,lIuqxxcXcA,Wa2LmYs,WwiNRB,DiA3zoaMvn,2O5rH0bT3,0jYOz,Du6lS,j9vcKmlLG,SXNic",0.75254,0.461
iJls7xEyWmAkD3,"8fh2NGbdAE,JEUGBsA,dPIJvEubKu,ukAc4qNM,6jXWH,8ZhaJl8p,azwKx7,vwPEqdnc4Z,Mfjbnr8,qd1e21Uok",0.71822,0.068
8Atg8Bz7kvmSQEwy,4wV1N3qgip,0.86318,-0.515
E8174TXd,"Gbzyaab,d4TxVsU,jHdWfov2FI,IKMJE,4pv3NHYla",0.6789,0.625
GbJmP7KFmMJ509zCEm,KkmC71,0.04868,0.933
KKC5JBA4vWH7q9Neib,"crtNHh6V,Qp31A,AEyAwubOfU,zqOVEia2A,x6HbiP,tOubl,OldqG75MF,eIiLjoVXP,B3re23k",0.05147,-0.553
HnVh2u,"wQF4do,cYzCZRW4z,CJK7k2,cvTXaOS,QR4uO9e,w63hn2R4G9,UcGj1GeuU",0.26183,-0.434
dQS7toxBrXd44lI9XE,"XsdK2,MX2mamwD1w,bLgkdA6,aApekjOcE",0.76544,0.738
kc8uYGwar,"EHkCVJzO,MBMYY,QZL2eJIxak,EEQhslPjg,vxlOG,t0BrBKzv,TNaUsml,KK0yWVFAo,aT74iR9,ztuyl",0.45845,0.809
r2iRw64Mdm,"hMe2gluys,rtlOrq63,Gtouu,hQTDRx4,R0Wfzl,ZlTOX9a,vCitrJ,kVK4EA0dD",0.43261,-0.002
QdHuDPoDUa4wwWQWr68,"aXeKw,pUe6fit,FW6UKBnQG,hqBSqulxRk,jhOUQ,J0ORLjx,wvPSsRhs4,xttvmjhEQs,3V60e5wvaZ",0.3673,0.72
bnLrVKfbXxyt,"6jF0x,ZIDnpQlVT,cU4hwWr5,DN9ZqWj9uu,wsMboPsTLY,kBzaSZ,OhhIGqcIe",0.40762,-0.883
vNCNPjTzX8,"iNJu3,fl4Kp945S9,NpM0MgPd,fFQ1EUE2Py,KHAEZE,Xwx3juzpCM",0.31979,0.179
mMKfzj,"2NYIe,ef264AmY",0.65011,0.728
EHrN951R24LwaQb,"fS7Ymu0bV,lIwfWvd,ZHgPf,SRX3bk7,SBY8r9,ptMWjZ6rIv,nmeMv8C,d9eLB,cGqFImIdF",0.03436,0.046
CfkChoQuH3ecohS38U,"yJqTZi1o,HbNC2AXM,Z0t8Z8Vtw,nA0YcaF,J6165,26uJ17h,pUwBiB1",0.13113,0.147
tUtk3VsxS,"bmi61gJp4F,52RmOoaW,TxuCGL6,JTF9ZOY,1Nii6g,ZNLU3Ae,0Sw9tOtH3",0.44913,-0.408
043gVYV6LNRi7gl,"32uJO,2y1xLBz1d,eusAKni6qc,BtbB6Rj,4DrlxVvv,PINLb1e8S,pKAx8gjst,SLetzFRwjv",0.77247,-0.671
A39UeDEH0k5,"xNMCNoheyl,wz6QnZlZc",0.40616,-0.839
wFPlo2vLeegU98l,"xVt1HPF1,qz5Yc1IqN,2uBiLI,Z6iJCohiO,5nxTaB2,I2N7aF7,Jnelitz,RhqbY",0.68171,-0.988
A2xy7NZ3DocoGZvM,"DO3poS8kq,8BOJP75Rm,Vvg3XQreJ,yg9ViC4O,6qJJAXUCu,drHPB8w,G3k3lR,EG7kJGX",0.60621,-0.335
HQ73ssJNV2G67XfTif,"GGxiiJj,AsJiUN6GZS",0.5308,0.261
CWBmW3dQcXWhkWvM7riF,O45GAU,0.77009,-0.493
qoWPBtefg5qM,"bhqco,nnefJJ,BtN7fCchW4,WiN6h,2vRTd,jyUZEz,p54gmJ1GBe,xvqyu,7ajTWHlE",0.04338,-0.534
eNRMcnvdH0rSpHu,"PpYvpS,R6lqofiK2,kwLL9vuToQ,c7hVdIa,iou32CUU,kzagRuMl7o,tzKKOHl,iAJIq",0.82508,-0.621
oqCq2jS11s95MlPZBUS6,"rWtQnN,AN7bU,TtJRX7ls,hNJoqOKy,fRIz0,sJXQ8Ma,iSkNhO0DNn,ZYbS6XpnC,anUVnw",0.99671,-0.325
bpuMd7x,"F94hHUvX,OYSgSp1pqA,hFQ2dzS,iSw7chgCcq,DQY4F3W",0.44051,-0.773
UejTy525fda,"o17sLlvP,YEik7mo,ZICnmur,Eva2h,cxafPSVhU,z4MQYW",0.8432,-0.805
zRV3ZcQH4px3gBDaQdAo,"LPr6l,CLeOXvbl,AAblRgpG,hJnyx,nGpoOO,2shlzdAiZ,Wl41QqoAfv",0.09906,0.35
EJUttWIqT16LZzt26,"DzwtjeaFau,gOeLD,P6zgR,LFH9TqgQ4I,WOVOr,YeO2h",0.37835,0.028
EqEL3ssDSPVv,"l77QHNgn,VNuhY,fCnNO,2oLLnWNF,BTzZIOn,aCjjeG3aW,gppVCnbZ,66NKTx1Ewh,H332uCrtu",0.49563,-0.693
SGt4M1V4b0GAGFZHjOU1,fyujzso,0.92939,-0.494
VCWGiHveYZrMIAURGELY,"TZlHzU,GwH5VpGjM,JK8Ecm,DHbsX,QKza4rhs,R53tn8L1V,MfClDn",0.94145,0.054
XoCycjJ1Ghrg,"JbegTj,b5GvXOq,9FAB2u,yiVWc677,1COUPBsEp,eO3dhuIQ,lCjqT5u,q7ChPj1Gq",0.88095,-0.973
TBx9HmR7S,"lzumRXDo,XGkDqS3Aee,6foc3Z3bos,6cCjId4y,iV57CI,BYTeXL12zX",0.46047,-0.936
3IyfFiiog1WYyiJpt,"z0ccfGz,4uMr3LY,7ujxfco8pi,EcRdC,encJH,NvdSo1Th,1hxINz,9zQvWh",0.18767,-0.099
CC0sP4kBobbMx,"KS8VtVOlF,PBSuOZ3oq,YECYyQROG,OIcidnoDt,XTRded,kUNXnHiJ2Y,a03l90l1,RLDgGCkA,pImPByKF",0.07744,-0.931
RPhF14QF99o,"BEtFgHh,JVmiytaO0",0.05159,-0.875
9sZ7UJ4H5jibjX,"oTMrb9f,qvU0aqV2,KDe2Tl",0.52456,0.515
0CuKQ2zwsPoxXg,"WFyGhARXu,Qr4Kg,vARZAXn4BP,EyDfdII8g,w62Fd,HDN6wQd,nHOOUR,RnLFKY0yrr,OdVYG,qYnxn",0.52885,-0.982
7dDjPSeBFj,"4cCCXXDit,K6x4B7yBxZ,wTDXmEQA7,mz8FUypWR,UErXEPn,llKsUnm,GWfRQM,RyARTNXD,DYsiDL,xyHSiQ",0.20504,-0.979
7HgTrX9zazdK2U,"dReTq,D7L7T,VWde1a4a1,sX5wY7",0.76647,-0.595
a0hlExNokkZr,"RT5Vgrcdy,aL5SU4W,xyVLZ,oKLm4uv",0.02411,0.395
8PorKSELRedpXcYFx,"FIIK1gVbo,O6sNgXg",0.81622,0.971
vUkbH0IG6Md,9doh5yy,0.99977,0.044
yxbqeWAwPLdh2dRon,"CcIyFu1,UTIzwS,ugFxras",0.5856,0.582
NGdEXex,"XVg6KFJ,T4TTaCc,M79oF,VULMQwSpz,HeUz7fhYY,0A9TPx,TE9BJA,a6TqAyy",0.51553,0.784
esOyoI1St,"2xp6v8s0h,abaLp2WJxn,zSxSYF,Ggm2ea8,y7NVtvb9Uh,jgw3c,PPCCnP",0.44063,0.609
L4X1NpY7,"WKvUo6HAU,57iGUtA,Jg2GMp,ECQA6kn5,hyLuK,xhLs7PUc1,M4crks,1KhrOCHQ,iHpFeJVn,9fFOSm",0.55925,-0.355
MDSDUDLVTN,"JndLZ5qDG,VnMqOe,SS8Eo,cahcq3N9,5sKiiF3eyI,4QtrUPcRrN,6JCohWsT8,w0xTNaFKe2",0.97568,-0.214
Fla4rtN,"OInldJo,pdDfMML",0.48473,0.345
qlaL0nXV3aWsAewN17,"60XiaGXC0g,1uQYdo,B2NAeWD",0.56636,-0.403
0F6fQsjM5fJoc61Qy,"ibaNcO3,uxmb6Jo6SQ,uyc3G8a6n,sDdLpC,fITsbc8Fgo,PS5Oplb4w",0.63938,0.471
9EaVucvNlkRmsLR,"BXsMFXfA,U2TbjM,DZ7NPMw6L,c1LTMcwMb,RYhlUxBA6,1fNxZQfY,7Kw0M,8dUg7or",0.01469,-0.453
